Service Description,Receivable Owner,Service ID,Service Provider,Service Type,Eff Rate Amt
Medtron Rod Precut 3.5 7753800,UHHS UHC,41989,UHC OR Mather,Tech,600.00
Medtron Rod Sag TI 4.5 7781610x5,UHHS UHC,41991,UHC OR Mather,Tech,"2,960.00"
Medtron Rod Sag TI 4.5 7781620x5,UHHS UHC,41992,UHC OR Mather,Tech,"2,960.00"
Medtron Rod Sag TI 4.5 7781640x5,UHHS UHC,41993,UHC OR Mather,Tech,"2,960.00"
Medtron Rod Sag TI 4.5 7781670x5,UHHS UHC,41994,UHC OR Mather,Tech,"2,960.00"
Medtron Screening Cable,UHHS UHC,30984,UHC OR Mather,Tech,240.00
Medtron Screw 6.5x35mm,UHHS UHC,37176,UHC OR Mather,Tech,900.00
Medtron Screw 83726xx,UHHS UHC,34607,UHC OR Mather,Tech,960.00
Medtron Screw 85350x/46x,UHHS UHC,21813,UHC OR Mather,Tech,288.00
Medtron Screw Cerv 979132x,UHHS UHC,17767,UHC OR Mather,Tech,450.00
Medtron Screw Set 4.75 5440030,UHHS UHC,41998,UHC OR Mather,Tech,195.00
Medtron Screw Zephir 3.5 879281x,UHHS UHC,37533,UHC OR Mather,Tech,450.00
Medtron Set Screw Legacy 7540020,UHHS UHC,21809,UHC OR Mather,Tech,288.00
Medtron Set Ventricular Drainage 50318,UHHS UHC,41565,UHC OR Mather,Tech,927.00
Medtron Sheath Endo 1912000,UHHS UHC,40392,UHC OR Mather,Tech,178.00
Medtron Sheath Endo 1912010,UHHS UHC,40267,UHC OR Mather,Tech,162.00
Medtron Sheath Endo 1912040,UHHS UHC,40268,UHC OR Mather,Tech,187.00
Medtron Sheath Endo 1912041,UHHS UHC,40269,UHC OR Mather,Tech,165.00
Medtron Sheath Sentrant 12 SENSH1228W,UHHS UHC,41150,UHC OR Mather,Tech,450.00
Medtron Sheath Sentrant 14-18 SENSH1x28W,UHHS UHC,41151,UHC OR Mather,Tech,600.00
Medtron Sheath Sentrant 20-26 SENSH2x28W,UHHS UHC,41152,UHC OR Mather,Tech,750.00
Medtron Shunt Lumbar Kit 44421,UHHS UHC,40983,UHC OR Mather,Tech,"16,416.00"
Medtron spacer 4mm 843165,UHHS UHC,16492,UHC OR Mather,Tech,220.00
Medtron Spacer Crescent 25 939251x,UHHS UHC,41995,UHC OR Mather,Tech,"7,800.00"
Medtron Spacer Crescent 30 9393012,UHHS UHC,41996,UHC OR Mather,Tech,"7,800.00"
Medtron Sphere Stealthstation 8801074,UHHS UHC,41686,UHC OR Mather,Tech,183.00
Medtron Sphere Stealthstation 8801075,UHHS UHC,41687,UHC OR Mather,Tech,228.00
Medtron Spine Stim Programmer 7435,UHHS UHC,21575,UHC OR Mather,Tech,"3,327.00"
Medtron Splint Intranasal Doyle 1524055,UHHS UHC,32376,UHC OR Mather,Tech,106.00
Medtron Splint Intranasal Doyle II 1524050,UHHS UHC,39830,UHC OR Mather,Tech,117.00
Medtron Stent Bifur ETBF,UHHS UHC,35347,UHC OR Mather,Tech,"29,900.00"
Medtron Stent Limb ERLW 16 x 156,UHHS UHC,35342,UHC OR Mather,Tech,"19,184.00"
Medtron Stent Limb ETLW 16 x 124,UHHS UHC,35339,UHC OR Mather,Tech,"14,914.00"
Medtron Stent Limb ETLW1610C82E,UHHS UHC,35338,UHC OR Mather,Tech,"13,095.00"
Medtron Stent ProtÃ©gÃ© Everflex PRB350x150120,UHHS UHC,41473,UHC OR Mather,Tech,"1,950.00"
Medtron Stent ProtÃ©gÃ© Everflex PRB350xxx0xx0,UHHS UHC,33335,UHC OR Mather,Tech,"1,950.00"
Medtron Stent Protégé PRB3507200120,UHHS UHC,40982,UHC OR Mather,Tech,"5,985.00"
Medtron stimulator 3625,UHHS UHC,16259,UHC OR Mather,Tech,"2,373.00"
Medtron Stylet Axiem Nav 9735428,UHHS UHC,40856,UHC OR Mather,Tech,"1,485.00"
Medtron Stylet Straight PM 608258,UHHS UHC,36095,UHC OR Mather,Tech,120.00
Medtron System Delivery ENVEORL,UHHS UHC,39928,UHC OR Mather,Tech,"13,410.00"
Medtron System Loading LSENVEOR,UHHS UHC,39929,UHC OR Mather,Tech,"1,530.00"
Medtron TAA Prx Main Stent Talent TB2222C116CP,UHHS UHC,33948,UHC OR Mather,Tech,"44,889.00"
Medtron TAA Prx Main Stent Talent TF2222C161CP,UHHS UHC,33954,UHC OR Mather,Tech,"48,335.00"
Medtron TAA Prx Main Stent Talent TF2x2xC116CP,UHHS UHC,33949,UHC OR Mather,Tech,"44,889.00"
Medtron TAA Prx Main Stent Talent TF2x2xC161CP,UHHS UHC,33955,UHC OR Mather,Tech,"48,335.00"
Medtron TAA Prx Main Stent Talent TF3x3xC115CP,UHHS UHC,33950,UHC OR Mather,Tech,"44,889.00"
Medtron TAA Prx Main Stent Talent TF3x3xC159CP,UHHS UHC,33957,UHC OR Mather,Tech,"48,335.00"
Medtron TAA Prx Main Stent Talent TF3x3xC160CP,UHHS UHC,33956,UHC OR Mather,Tech,"48,335.00"
Medtron TAA Prx Main Stent Talent TF3x3xC199CP,UHHS UHC,33962,UHC OR Mather,Tech,"51,783.00"
Medtron TAA Prx Main Stent Talent TF3x3xC200CP,UHHS UHC,33961,UHC OR Mather,Tech,"51,783.00"
Medtron TAA Prx Main Stent Talent TF4040C159CP,UHHS UHC,33958,UHC OR Mather,Tech,"48,335.00"
Medtron TAA Prx Main Stent Talent TF4040C199CP,UHHS UHC,33963,UHC OR Mather,Tech,"51,783.00"
Medtron TAA Prx Main Stent Talent TF4646C112CP,UHHS UHC,33953,UHC OR Mather,Tech,"46,987.00"
Medtron TAA Prx Main Stent Talent TF4646C157CP,UHHS UHC,33960,UHC OR Mather,Tech,"50,434.00"
Medtron TAA Prx Main Stent Talent TF4646C197CP,UHHS UHC,33965,UHC OR Mather,Tech,"53,881.00"
Medtron TAA Prx Main Stent Talent TF4x4xC158CP,UHHS UHC,33959,UHC OR Mather,Tech,"50,434.00"
Medtron TAA Prx Main Stent Talent TF4x4xC198CP,UHHS UHC,33964,UHC OR Mather,Tech,"53,881.00"
Medtron TAA Prx Main Stent Talent TF4x4xC1xCP,UHHS UHC,33952,UHC OR Mather,Tech,"46,987.00"
Medtron TAA Prx Main Stent Talent TFxxxxC114CP,UHHS UHC,33951,UHC OR Mather,Tech,"44,889.00"
Medtron Temporary Pacing Wires 6500f,UHHS UHC,21501,UHC OR Mather,Tech,94.00
Medtron Therapy Controller 7438,UHHS UHC,31160,UHC OR Mather,Tech,"1,694.00"
Medtron Therapy Manger TH90T01,UHHS UHC,31081,UHC OR Mather,Tech,"2,384.00"
Medtron Thyroplasty Device 1MTD202,UHHS UHC,32377,UHC OR Mather,Tech,"1,069.00"
Medtron Tracker Instrument 9733533XOM,UHHS UHC,40991,UHC OR Mather,Tech,446.00
Medtron Tracker Patient 9733534XOM,UHHS UHC,40992,UHC OR Mather,Tech,568.00
Medtron Tracker Stingray Axiem Nav 9734887,UHHS UHC,40857,UHC OR Mather,Tech,543.00
Medtron Trajectory Guide,UHHS UHC,30420,UHC OR Mather,Tech,260.00
Medtron Tube 1028146,UHHS UHC,38484,UHC OR Mather,Tech,20.00
Medtron Tube EMG Endotrach 822970x,UHHS UHC,40785,UHC OR Mather,Tech,915.00
Medtron Tube Insertion FC1018,UHHS UHC,30986,UHC OR Mather,Tech,451.00
Medtron Tube Lead Insertion FC1019,UHHS UHC,30987,UHC OR Mather,Tech,391.00
Medtron Tube Nim Endotrach,UHHS UHC,21788,UHC OR Mather,Tech,838.00
Medtron Tubing Powerforma XPS 1895520,UHHS UHC,40990,UHC OR Mather,Tech,210.00
Medtron Tunneler 365560,UHHS UHC,32372,UHC OR Mather,Tech,420.00
Medtron Tunneler 3755,UHHS UHC,36453,UHC OR Mather,Tech,315.00
Medtron Valve Aortic Mosaic,UHHS UHC,21793,UHC OR Mather,Tech,"13,727.00"
Medtron Valve Neuro FP Strata 42856,UHHS UHC,38840,UHC OR Mather,Tech,"14,363.00"
Medtron Valve Strata 44466,UHHS UHC,40984,UHC OR Mather,Tech,"12,512.00"
Medtron Vascular Stent SC1080FV,UHHS UHC,39792,UHC OR Mather,Tech,"1,950.00"
Medtroni Reservoir TLOT64R16,UHHS UHC,15355,UHC OR Mather,Tech,"1,259.00"
Medtronic AAA bifur stent graft Aneurx 20/28mmx12/16mmx165mm,UHHS UHC,17446,UHC OR Mather,Tech,"23,906.00"
Medtronic AAA bifur stent graft Aneurx 20/28x12/16mmx135mm,UHHS UHC,17445,UHC OR Mather,Tech,"23,307.00"
Medtronic Annuloplasty Ring 3D 690Rxx,UHHS UHC,56729,UHC OR Mather,Tech,"5,550.00"
Medtronic Annuloplasty Ring FF 700FC2x,UHHS UHC,55891,UHC OR Mather,Tech,"4,185.00"
Medtronic Annuloplasty Ring FF 700FC3x,UHHS UHC,55892,UHC OR Mather,Tech,"4,185.00"
Medtronic Annuloplasty Ring SF 700FF2x,UHHS UHC,55893,UHC OR Mather,Tech,"4,185.00"
Medtronic Annuloplasty Ring SF 700FF3x,UHHS UHC,55895,UHC OR Mather,Tech,"4,185.00"
Medtronic Antenna 37092,UHHS UHC,21811,UHC OR Mather,Tech,451.00
Medtronic AquaMantys Sealer 233141,UHHS UHC,55839,UHC OR Mather,Tech,"1,755.00"
Medtronic AquaMantys Sealer Bipolar 233221,UHHS UHC,55886,UHC OR Mather,Tech,"1,786.00"
Medtronic Axium ID Instant Detacher coil detacher ID15,UHHS UHC,58576,UHC OR Mather,Tech,168.00
Medtronic Bayonet Knife 134mm 156400,UHHS UHC,38236,UHC OR Mather,Tech,782.00
Medtronic Bone Block Cort/Canc 34xxxx,UHHS UHC,14323,UHC OR Mather,Tech,"3,450.00"
Medtronic Bur 3mm 1883070BLC,UHHS UHC,58932,UHC OR Mather,Tech,"1,311.00"
Medtronic Bur Tapered Diamond 1884015RTD,UHHS UHC,59088,UHC OR Mather,Tech,"1,311.00"
Medtronic Button Septal 2 Part Adj 1524110,UHHS UHC,63129,UHC OR Mather,Tech,834.00
Medtronic Cable atlas double 826211,UHHS UHC,20216,UHC OR Mather,Tech,"1,560.00"
Medtronic Cable atlas single 826213,UHHS UHC,20217,UHC OR Mather,Tech,"1,512.00"
Medtronic Cannula Arterial 10f Vented 77210,UHHS UHC,63795,UHC OR Mather,Tech,125.00
Medtronic Cannula Arterial BioMedicus 9657001x,UHHS UHC,63881,UHC OR Mather,Tech,622.00
Medtronic Cannula Baeza,UHHS UHC,62113,UHC OR Mather,Tech,183.00
Medtronic Cardioblat Dec LP 60841,UHHS UHC,21808,UHC OR Mather,Tech,"6,895.00"
Medtronic Cardioblate Dev Pen XL 60814,UHHS UHC,21807,UHC OR Mather,Tech,"5,954.00"
Medtronic Catheter Slotted Ventricular Innervision Tip 15cm,UHHS UHC,56000,UHC OR Mather,Tech,608.00
Medtronic Catheter Venous Closure CF77x60,UHHS UHC,30436,UHC OR Mather,Tech,"3,150.00"
Medtronic CG Future Annuloplasty Band 638BL2x,UHHS UHC,55990,UHC OR Mather,Tech,"6,270.00"
Medtronic CG Future Annuloplasty Band 638BL3x,UHHS UHC,55991,UHC OR Mather,Tech,"6,270.00"
Medtronic Drill 13mm 7080513,UHHS UHC,57033,UHC OR Mather,Tech,501.00
Medtronic EDM Lumbar Drainage Kit,UHHS UHC,33580,UHC OR Mather,Tech,"1,041.00"
Medtronic eliac cuff extender 18/20mmx18/20mmx5.5cm,UHHS UHC,17444,UHC OR Mather,Tech,"7,494.00"
Medtronic Embolic Protection Device Spider FX SPD2US040190,UHHS UHC,61789,UHC OR Mather,Tech,"3,150.00"
Medtronic ENT PE Tube 1013301,UHHS UHC,31143,UHC OR Mather,Tech,56.00
Medtronic Epidisc 1417151,UHHS UHC,41788,UHC OR Mather,Tech,489.00
Medtronic EverFlex Peripheral Stent with Entrust Delivery Gu,UHHS UHC,57919,UHC OR Mather,Tech,"1,950.00"
Medtronic EverFlex SelfExpnd Periph Stent w/GW EVD350xxx0120,UHHS UHC,56308,UHC OR Mather,Tech,"1,950.00"
Medtronic Evolut Pro Tav Valve 23mm w/D&L Syst Clinical Tria,UHHS UHC,61650,UHC OR Mather,Tech,"99,000.00"
Medtronic Evolut Pro Tav Valve 26mm w/D&L Syst Clinical Tria,UHHS UHC,61651,UHC OR Mather,Tech,"99,000.00"
Medtronic Evolut Pro Tav Valve 29mm w/D&L Syst Clinical Tria,UHHS UHC,61652,UHC OR Mather,Tech,"99,000.00"
Medtronic Evolut R Tav Valve 23mm w/D&L Syst Clinical Trial,UHHS UHC,61653,UHC OR Mather,Tech,"99,000.00"
Medtronic Evolut R Tav Valve 26mm w/D&L Syst Clinical Trial,UHHS UHC,61654,UHC OR Mather,Tech,"99,000.00"
Medtronic Evolut R Tav Valve 29mm w/D&L Syst Clinical Trial,UHHS UHC,61655,UHC OR Mather,Tech,"99,000.00"
Medtronic Evolut R Tav Valve 3429mm w/D&L Syst Clinical Tria,UHHS UHC,61656,UHC OR Mather,Tech,"99,000.00"
Medtronic HeliFx Guide 62cm SG64,UHHS UHC,55888,UHC OR Mather,Tech,"5,283.00"
Medtronic hemostatic eraser 221665,UHHS UHC,16465,UHC OR Mather,Tech,109.00
Medtronic iliac cuff extender 12/16mmx12/16mmx5.5cm,UHHS UHC,17443,UHC OR Mather,Tech,"7,194.00"
Medtronic iliac limb flared stent graft,UHHS UHC,17442,UHC OR Mather,Tech,"11,841.00"
Medtronic iliac limb flared stent graft 11.5cmx20/24mmx11.5c,UHHS UHC,17441,UHC OR Mather,Tech,"11,166.00"
Medtronic iliac stent graft limb straight 12/16mm x 12/16mm,UHHS UHC,17449,UHC OR Mather,Tech,"9,143.00"
Medtronic iliac stent graft limb straight 18/20mm x 18/20mm,UHHS UHC,17448,UHC OR Mather,Tech,"8,993.00"
Medtronic iliac stent graft limb straight 18/20mm x 18/20mm,UHHS UHC,17450,UHC OR Mather,Tech,"9,443.00"
Medtronic iliac stent graft limb straight12/16mm x 12/16mm x,UHHS UHC,17447,UHC OR Mather,Tech,"8,693.00"
Medtronic Infuse BMP Small 7510200,UHHS UHC,21771,UHC OR Mather,Tech,"10,767.00"
Medtronic Innervision Endoscopic Shunt Placement Kit w/slott,UHHS UHC,55999,UHC OR Mather,Tech,"2,324.00"
Medtronic Intrepid TMVR Crimper System Apollo IDE# G160020 X,UHHS UHC,54144,UHC OR Mather,Tech,0.00
Medtronic Intrepid TMVR Delivery System Apollo IDE# G160020,UHHS UHC,54143,UHC OR Mather,Tech,0.00
Medtronic Intrepid TMVR PreCrimp Tool Apollo IDE# G160020 XS,UHHS UHC,54145,UHC OR Mather,Tech,0.00
Medtronic Intrepid TMVR Valve Mitral 43mm Apollo IDE# G16002,UHHS UHC,54140,UHC OR Mather,Tech,"140,400.00"
Medtronic Intrepid TMVR Valve Mitral 46mm Apollo IDE# G16002,UHHS UHC,54141,UHC OR Mather,Tech,"140,400.00"
Medtronic Intrepid TMVR Valve Mitral 50mm Apollo IDE# G16002,UHHS UHC,54142,UHC OR Mather,Tech,"140,400.00"
Medtronic Introducer 7frx13cm SU7,UHHS UHC,36717,UHC OR Mather,Tech,195.00
Medtronic Kyphopac expander tray KPE1004,UHHS UHC,20231,UHC OR Mather,Tech,"8,565.00"
Medtronic Kyphoplasty bone filler F04C/F06B,UHHS UHC,20396,UHC OR Mather,Tech,414.00
Medtronic Kyphoplasty latitude curette A11x,UHHS UHC,20228,UHC OR Mather,Tech,726.00
Medtronic Kyphoplasty mixer A07A,UHHS UHC,20229,UHC OR Mather,Tech,240.00
Medtronic Kyphoplasty needle 11g A02A,UHHS UHC,20219,UHC OR Mather,Tech,117.00
Medtronic Kyphoplasty osteo introducer system,UHHS UHC,20401,UHC OR Mather,Tech,"1,386.00"
Medtronic Lead 388933,UHHS UHC,34368,UHC OR Mather,Tech,"10,665.00"
Medtronic Lead Capsurefix Novus 5076xx,UHHS UHC,13930,UHC OR Mather,Tech,"1,188.00"
Medtronic Lead ext NIMS 8227304,UHHS UHC,59189,UHC OR Mather,Tech,412.00
Medtronic Lead Spine Stim SureScan 977C165,UHHS UHC,64240,UHC OR Mather,Tech,"15,900.00"
Medtronic Ligasure L Hook S/D LF5637,UHHS UHC,61103,UHC OR Mather,Tech,"1,999.00"
Medtronic Ligasure Maryland Jaw Device LF1923,UHHS UHC,58805,UHC OR Mather,Tech,"1,750.00"
Medtronic Linq Loop Recorder,UHHS UHC,38815,UHC OR Mather,Tech,"14,985.00"
Medtronic Mastergraft 7600130,UHHS UHC,55890,UHC OR Mather,Tech,"2,700.00"
Medtronic Nanocross Catheter AB14W0xxxx0150,UHHS UHC,56298,UHC OR Mather,Tech,720.00
Medtronic Nerve stimulator/locator,UHHS UHC,14731,UHC OR Mather,Tech,97.00
Medtronic Neuro Envelope Absorbable NMRM6122,UHHS UHC,58807,UHC OR Mather,Tech,"2,985.00"
Medtronic Neuro Pocket Adaptor 2x4 74002,UHHS UHC,36206,UHC OR Mather,Tech,"2,085.00"
Medtronic Neuropen Neuroendoscope 2120025,UHHS UHC,56001,UHC OR Mather,Tech,"1,989.00"
Medtronic Neurostimulator External 97725,UHHS UHC,55883,UHC OR Mather,Tech,600.00
Medtronic Neurostimulator Implant 97715,UHHS UHC,55882,UHC OR Mather,Tech,"47,700.00"
Medtronic PE Tube 1010201,UHHS UHC,55242,UHC OR Mather,Tech,52.00
Medtronic PE Tube 1026012,UHHS UHC,55785,UHC OR Mather,Tech,36.00
Medtronic PE Tube 1027070,UHHS UHC,55784,UHC OR Mather,Tech,169.00
Medtronic PE Tube collar button fluoro 1028040,UHHS UHC,20084,UHC OR Mather,Tech,26.00
Medtronic PE Tube Goode Frm M 1016040,UHHS UHC,38581,UHC OR Mather,Tech,124.00
Medtronic PE Tube silicone collar button 1028145,UHHS UHC,20195,UHC OR Mather,Tech,30.00
Medtronic Peak Plasmablade,UHHS UHC,38695,UHC OR Mather,Tech,855.00
Medtronic Plate cerv ant 85mm 876185,UHHS UHC,20200,UHC OR Mather,Tech,"4,075.00"
Medtronic Plate Zevo 1 Lvl30010xx,UHHS UHC,59078,UHC OR Mather,Tech,"1,806.00"
Medtronic Plate Zevo 2 Lvl 30020xx,UHHS UHC,59079,UHC OR Mather,Tech,"1,806.00"
Medtronic Plate Zevo 3 Lvl 30030xx,UHHS UHC,59080,UHC OR Mather,Tech,"1,806.00"
Medtronic Programmer Neuro DBS TH90D01,UHHS UHC,63321,UHC OR Mather,Tech,"2,700.00"
Medtronic Programmer Neurostim 97745,UHHS UHC,55884,UHC OR Mather,Tech,"3,600.00"
Medtronic Programmer Smart Interstim TH90G01,UHHS UHC,58806,UHC OR Mather,Tech,"1,533.00"
Medtronic Protégé Stent Nitinol SERB65xxxx80,UHHS UHC,56305,UHC OR Mather,Tech,"1,950.00"
Medtronic RadiaLux Retractor 501011,UHHS UHC,58146,UHC OR Mather,Tech,861.00
Medtronic Recharge Cable 97755,UHHS UHC,55885,UHC OR Mather,Tech,"3,300.00"
Medtronic Reveal XT Recorder 9529,UHHS UHC,38647,UHC OR Mather,Tech,"11,400.00"
Medtronic Ring Ancore Duran 620RGxx,UHHS UHC,21699,UHC OR Mather,Tech,"4,035.00"
Medtronic Rod 5.5 CCM 1555000500,UHHS UHC,57030,UHC OR Mather,Tech,"1,032.00"
Medtronic Rod 5.5 TIAL 1554200500,UHHS UHC,57029,UHC OR Mather,Tech,516.00
Medtronic Safesheath HLS100xM,UHHS UHC,13931,UHC OR Mather,Tech,198.00
Medtronic Screw cancel FA 4 87601x,UHHS UHC,20256,UHC OR Mather,Tech,599.00
Medtronic Screw Slot 7710013/5,UHHS UHC,59093,UHC OR Mather,Tech,387.00
Medtronic Screw Solera MAS 558400055xx,UHHS UHC,59092,UHC OR Mather,Tech,"1,548.00"
Medtronic Screw Solera MAS 558400075xx,UHHS UHC,59089,UHC OR Mather,Tech,"1,548.00"
Medtronic Screw Solera MAS 558400085xx,UHHS UHC,59090,UHC OR Mather,Tech,"1,548.00"
Medtronic Screw Solera MAS 55840045xx,UHHS UHC,59091,UHC OR Mather,Tech,"1,548.00"
Medtronic Screw Zevo 77135xx,UHHS UHC,59094,UHC OR Mather,Tech,387.00
Medtronic Screw Zevo Var 77140xx,UHHS UHC,59095,UHC OR Mather,Tech,387.00
Medtronic Screw Zevo Var 77235xx,UHHS UHC,59096,UHC OR Mather,Tech,387.00
Medtronic Screw Zevo Var 77240xx,UHHS UHC,59097,UHC OR Mather,Tech,387.00
Medtronic Sealer Aqua Mantys BP Endo Dissector 233171,UHHS UHC,61669,UHC OR Mather,Tech,"1,929.00"
Medtronic Sealer Aqua Mantys BP VATS 233201,UHHS UHC,61668,UHC OR Mather,Tech,"1,929.00"
Medtronic Sheath Stearable TG0655509,UHHS UHC,55887,UHC OR Mather,Tech,"1,725.00"
Medtronic Shunt Valve 25mm 42312/6,UHHS UHC,57009,UHC OR Mather,Tech,"2,408.00"
Medtronic Shunt Valve Delta Reg 1.5 42823,UHHS UHC,57014,UHC OR Mather,Tech,"4,057.00"
Medtronic Shunt Valve Delta Reg 2 422822/4,UHHS UHC,57015,UHC OR Mather,Tech,"4,434.00"
Medtronic Shunt Valve Delta SM 1 42812,UHHS UHC,57016,UHC OR Mather,Tech,"4,776.00"
Medtronic Spacer CRNS PSR 6277x41,UHHS UHC,57032,UHC OR Mather,Tech,"2,580.00"
Medtronic Stapling Syst Signia 383IGPSHELL,UHHS UHC,61305,UHC OR Mather,Tech,329.00
Medtronic Stimulator Interstim Test 353101,UHHS UHC,61122,UHC OR Mather,Tech,"1,176.00"
Medtronic Trial Lead Intellis 1,UHHS UHC,53506,UHC OR Mather,Tech,600.00
Medtronic Trial Lead Intellis 2,UHHS UHC,53507,UHC OR Mather,Tech,"1,200.00"
Medtronic Tube Vent Goode T 1023010,UHHS UHC,61218,UHC OR Mather,Tech,49.00
Medtronic Tubing Pack w/Carmeda BioActive Surface,UHHS UHC,34139,UHC OR Mather,Tech,975.00
Medtronic Valve Aortic Avalus 400xx,UHHS UHC,55827,UHC OR Mather,Tech,"16,500.00"
Medtronic Valve CSF Ultra Sm/ Low Pressure 42412,UHHS UHC,57012,UHC OR Mather,Tech,"2,727.00"
Medtronic Valve CSF Ultra Sm/Low Pressure 42410,UHHS UHC,57011,UHC OR Mather,Tech,"2,583.00"
Medtronic Valve Ultra Sm/Med Pressure 42414,UHHS UHC,57010,UHC OR Mather,Tech,"2,531.00"
Medtronic Wrench kit sterile f/leads 5873W,UHHS UHC,19218,UHC OR Mather,Tech,135.00
MedtronicHeliFx Applier/EndoAnchor Cassette SA85,UHHS UHC,55889,UHC OR Mather,Tech,"14,250.00"
Medtronics Iliac cuff flared 16/18mm x 20/24mm x 8.5cm,UHHS UHC,17458,UHC OR Mather,Tech,"10,492.00"
Megadyne Electrode Laparoscopic Spatula 0018,UHHS UHC,60656,UHC OR Mather,Tech,204.00
Megadyne Electrode Laparoscopy L Hook 0020,UHHS UHC,60657,UHC OR Mather,Tech,186.00
Membrane Custom Packs,UHHS UHC,21499,UHC OR Mather,Tech,740.00
Membrane Oxygenator (Adult),UHHS UHC,21496,UHC OR Mather,Tech,"3,099.00"
Membrane Oxygenator Baby,UHHS UHC,21585,UHC OR Mather,Tech,"1,687.00"
Membrane Oxygenator Peds,UHHS UHC,21529,UHC OR Mather,Tech,750.00
Mentor Breast Exapander 354921x,UHHS UHC,38585,UHC OR Mather,Tech,"4,485.00"
Mentor Breast Tissue Expander 350921x,UHHS UHC,62402,UHC OR Mather,Tech,"4,800.00"
Mentor Breast Tissue Expander Smooth Med 350921x,UHHS UHC,60719,UHC OR Mather,Tech,"4,800.00"
Mentor Breast Tissue Expander SMXP1x0RUH,UHHS UHC,62403,UHC OR Mather,Tech,"5,625.00"
Mentor Implant Mammary 350xxx1BC,UHHS UHC,40891,UHC OR Mather,Tech,"2,400.00"
Mentor Plate PDS Flex ZFPx,UHHS UHC,37982,UHC OR Mather,Tech,897.00
Mentor Tissue Expander 3504307M,UHHS UHC,36207,UHC OR Mather,Tech,"1,800.00"
Mentor Tissue Expander 3546xxx,UHHS UHC,16482,UHC OR Mather,Tech,"4,215.00"
Mentor Tissue Expander 35472xx,UHHS UHC,34082,UHC OR Mather,Tech,"4,590.00"
Mentor Tissue Expander 354931x,UHHS UHC,53433,UHC OR Mather,Tech,"4,485.00"
Merit Med Catheter Dialysis Adult Lg Classic 2 Cuff CF5270,UHHS UHC,63315,UHC OR Mather,Tech,522.00
Merit Med Faller Trocar Metal FT1100,UHHS UHC,53482,UHC OR Mather,Tech,225.00
Merit Med Peritoneal Dialysis Insert Kit VP211,UHHS UHC,39852,UHC OR Mather,Tech,582.00
Merit Med Stent Esoph Endomaxx MAXX237,UHHS UHC,40925,UHC OR Mather,Tech,"6,300.00"
Merit Med Stent Esoph Endomaxx MAXXxxxx,UHHS UHC,40924,UHC OR Mather,Tech,"7,200.00"
Merit Metal Faller Trocar FT1100,UHHS UHC,53099,UHC OR Mather,Tech,225.00
Merit Snare EN2006020,UHHS UHC,36526,UHC OR Mather,Tech,"1,005.00"
Merit Snare EN2007030,UHHS UHC,36527,UHC OR Mather,Tech,"1,005.00"
Mesh  Dual + Biomaterl 8X12,UHHS UHC,27125,UHC OR Mather,Tech,"1,302.00"
Mesh  Dual Biomaterl 26X34,UHHS UHC,27162,UHC OR Mather,Tech,"5,823.00"
Mesh  Dual Biomaterl 7.5X10,UHHS UHC,27126,UHC OR Mather,Tech,864.00
Mesh Dual + Biomaterl 10X15,UHHS UHC,21481,UHC OR Mather,Tech,"1,494.00"
Mesh Dual + Biomaterl 15X19,UHHS UHC,21482,UHC OR Mather,Tech,"2,775.00"
Mesh Dual + Biomaterl 18X24,UHHS UHC,21483,UHC OR Mather,Tech,"3,810.00"
Mesh Dual + Biomaterl 20X30,UHHS UHC,21484,UHC OR Mather,Tech,"4,986.00"
Mesh Dual + Biomaterl 26X34,UHHS UHC,21465,UHC OR Mather,Tech,"6,210.00"
Mesh Dual + Biomaterl 7.5X10,UHHS UHC,21718,UHC OR Mather,Tech,"1,002.00"
Mesh Dual Biomaterl 10X15,UHHS UHC,21463,UHC OR Mather,Tech,"1,266.00"
Mesh Dual Biomaterl 15X19,UHHS UHC,21719,UHC OR Mather,Tech,"2,526.00"
Mesh Dual Biomaterl 18X24,UHHS UHC,21720,UHC OR Mather,Tech,"3,138.00"
Mesh Dual Biomaterl 20X30,UHHS UHC,21464,UHC OR Mather,Tech,"4,413.00"
Mesh Dual Biomaterl 8X12,UHHS UHC,26886,UHC OR Mather,Tech,993.00
Mesh mersilene RML,UHHS UHC,13888,UHC OR Mather,Tech,560.00
Mesh mersilene RMS,UHHS UHC,13889,UHC OR Mather,Tech,169.00
Metron Merogel Dressing,UHHS UHC,30417,UHC OR Mather,Tech,372.00
Metron Rotatable Blade 4mm,UHHS UHC,33548,UHC OR Mather,Tech,440.00
Metron Valve Aortic EVOLUTRxx,UHHS UHC,39927,UHC OR Mather,Tech,"90,000.00"
MGI Amniofill 250cc AF0250,UHHS UHC,54027,UHC OR Mather,Tech,"1,725.00"
MGI Amniofill 500cc AF0500,UHHS UHC,54028,UHC OR Mather,Tech,"3,450.00"
Microaire Burr ZB2xx,UHHS UHC,32847,UHC OR Mather,Tech,81.00
Microaire Saw Blade ZO071,UHHS UHC,29391,UHC OR Mather,Tech,84.00
Microline Endo Clip 1242,UHHS UHC,39453,UHC OR Mather,Tech,245.00
Microline Endocut Scissor Tip,UHHS UHC,31900,UHC OR Mather,Tech,132.00
Microline scissor mini edno cut,UHHS UHC,18042,UHC OR Mather,Tech,132.00
Micropuncture Introducer Set,UHHS UHC,17148,UHC OR Mather,Tech,88.00
Microscope Drape,UHHS UHC,17097,UHC OR Mather,Tech,128.00
