Wayne HealthCare,,,,
835 Sweitzer Street,,,,
"Greenville, OH 45331",,,,
,,,,
Effective 01/01/2022,,,,
,,,,
2022 STANDARD CHARGES,,,,
,,,,
"CHARGE
NUMBER",DESCRIPTION,"CPT/HCPC/
DRG CODE",2022,DEPARTMENT
6205211,NF-Potassium Chloride Capsule 10MEQ,,$7.00 ,PHARMACY
6205705,NF-Potassium Chloride EFF TAB    25MEQ,,$4.00 ,PHARMACY
6207939,NF-Potassium Chloride Oral Tab ER 10MEQ,,$2.00 ,PHARMACY
6205293,NF-Potassium Chloride Oral Tab ER 20MEQ,,$6.00 ,PHARMACY
6205357,NF-Potassium Chloride Oral Tab ER 20MEQ,,$6.00 ,PHARMACY
6205759,NF-Potassium Chloride Oral Tab ER 20MEQ,,$5.00 ,PHARMACY
6201040,NF-POTASSIUM CHLORIDE POWDER 20MEQ,,$7.00 ,PHARMACY
6207700,NF-Potassium Citrate Oral Tablet ER 10ME,,$7.00 ,PHARMACY
6100177,NF-Povidone Iodine Sur Scrb 16OZ,,$17.00 ,PHARMACY
6202123,NF-PRAMIPEXOLE DIHYDROCHLORIDE 0.25MG OR,,$11.00 ,PHARMACY
6202039,NF-PRAMIPEXOLE DIHYDROCHLORIDE TAB 0.125,,$9.00 ,PHARMACY
6202559,NF-PRAMIPEXOLE DIHYDROCHLORIDE TAB 0.25M,,$13.00 ,PHARMACY
6202197,NF-PRAMIPEXOLE TAB 0.125MG,,$9.00 ,PHARMACY
6201989,NF-PRAMIPEXOLE TAB 0.5MG,,$11.00 ,PHARMACY
6201387,NF-Pravastatin (PRAVACHOL) TAB    10MG,,$3.00 ,PHARMACY
6201386,NF-Pravastatin (PRAVACHOL) TAB    20MG,,$3.00 ,PHARMACY
6202475,NF-Pravastatin (PRAVACHOL) TAB    5MG,,$3.00 ,PHARMACY
6205955,NF-Pravastatin Oral Tablet 40MG,,$13.00 ,PHARMACY
6205099,NF-Pravastatin Sodium Oral Tablet 40MG,,$15.00 ,PHARMACY
6205548,NF-Pravastatin Sodium Oral Tablet 40MG,,$20.00 ,PHARMACY
6207018,NF-Pravastatin Sodium Oral Tablet 40MG,,$12.00 ,PHARMACY
6208184,NF-Pravastatin Sodium Oral Tablet 80MG,,$10.00 ,PHARMACY
6204486,NF-PRAZOSIN HCL 1MG ORAL CAPSULE,,$6.00 ,PHARMACY
6204191,NF-PRAZOSIN HCL 2MG ORAL CAPSULE,,$7.00 ,PHARMACY
6207922,NF-Prazosin HCl Capsule 1MG,,$2.00 ,PHARMACY
6205520,NF-Prazosin HCl Capsule 2MG,,$7.00 ,PHARMACY
6201352,NF-PRAZOSIN HCL CAPSULE 5MG,,$9.00 ,PHARMACY
6207977,NF-Prazosin HCl Capsule 5MG,,$2.00 ,PHARMACY
6208794,NF-Prazosin HCl Capsule 5MG,,$4.00 ,PHARMACY
6208124,NF-Prazosin Hydrochloride Oral Capsule 5,,$2.00 ,PHARMACY
6208909,NF-Prazosin Hydrochloride Oral Capsule 5,,$5.00 ,PHARMACY
6206222,NF-Prazosin Oral Capsule 2MG,,$6.00 ,PHARMACY
6205647,NF-Prazosin Oral Tablet 2MG,,$6.00 ,PHARMACY
6207997,NF-prednisoLONE Acetate Ophth Suspension,,$24.00 ,PHARMACY
6202796,NF-PrednisoLONE LIQ    15MG/5ML ; 237mL,J7510,$74.00 ,PHARMACY
6205450,NF-prednisoLONE Sodium pH Ophth Solution,,$16.00 ,PHARMACY
6205455,NF-prednisoLONE Sodium pH Ophth Solution,,$16.00 ,PHARMACY
6204225,NF-PREDNISOLONE SODIUM PHOSPHATE 1% OPHT,,$17.00 ,PHARMACY
6204149,NF-PREDNISONE 10MG ORAL TABLET,,$6.00 ,PHARMACY
6204119,NF-PREDNISONE 1MG ORAL TABLET,,$7.00 ,PHARMACY
6203633,NF-PREDNISONE 20MG ORAL TABLET,,$7.00 ,PHARMACY
6204997,NF-PREDNISONE TAB 1MG,,$6.00 ,PHARMACY
6206342,NF-predniSONE Tablet 5MG,,$5.00 ,PHARMACY
6208331,NF-Pregabalin Oral Cap 100MG,,$18.00 ,PHARMACY
6208432,NF-Pregabalin Oral Cap 100MG,,$16.00 ,PHARMACY
6207960,NF-Pregabalin Oral Cap 200MG,,$18.00 ,PHARMACY
6208038,NF-Pregabalin Oral Cap 200MG,,$18.00 ,PHARMACY
6203876,NF-PREGABALIN POWDER,,$24.00 ,PHARMACY
6205229,NF-Premarin Oral Tablet 0.3MG,,$7.00 ,PHARMACY
6202383,NF-PREMARIN ORAL TABLET 0.45MG,,$11.00 ,PHARMACY
6204499,NF-PREMARIN VAGINAL 0.625MG/1GM VAGINAL,,$9.00 ,PHARMACY
6202292,NF-PREMPRO ORAL TABLET 0.3MG-1.5MG,,$12.00 ,PHARMACY
6200499,NF-PRENATAL MULTIVITAMIN,,$7.00 ,PHARMACY
6203971,NF-PRENATAL VITAMINS PLUS 120MG-200MG-2M,,$6.00 ,PHARMACY
6205423,NF-PREVACID CAP DR 15MG,,$18.00 ,PHARMACY
6203886,NF-Prevagen,,$6.00 ,PHARMACY
6206319,NF-Prezista Oral Tablet 800MG,,$179.00 ,PHARMACY
6203667,"NF-PRILOSEC 20MG ORAL CAPSULE, DELAYED R",,$15.00 ,PHARMACY
6204192,"NF-PRILOSEC 40MG ORAL CAPSULE, DELAYED R",,$23.00 ,PHARMACY
6205885,NF-PRILOSEC CAP DR 20MG,,$17.00 ,PHARMACY
6201545,NF-PRILOSEC CAPSULE 20MG,,$16.00 ,PHARMACY
6205648,NF-Pristiq Extended-Release Tablet 100MG,,$28.00 ,PHARMACY
6201503,NF-PRISTIQ EXTENDED-RELEASE TABLET 50MG,,$15.00 ,PHARMACY
6203748,NF-PROAIR HFA AER PWD 0.09MG/1ACT,,$14.00 ,PHARMACY
6203749,NF-PROAIR HFA AER PWD 0.09MG/1ACT,,$14.00 ,PHARMACY
6203751,NF-PROAIR HFA AER PWD 0.09MG/1ACT,,$14.00 ,PHARMACY
6205005,NF-ProAir HFA Aer Pwd 0.09MG/1Act,,$13.00 ,PHARMACY
6200994,NF-PROAIR HFA INH AER PWD 0.09MG/1 INH,,$14.00 ,PHARMACY
6205161,NF-PROAIR HFA INH SUSP 0.09MG/1ACT,,$38.00 ,PHARMACY
6205252,NF-Proair HFA Inh Susp 0.09MG/1Act,,$19.00 ,PHARMACY
6205259,NF-Proair HFA Inh Susp 0.09MG/1Act,,$19.00 ,PHARMACY
6205263,NF-Proair HFA Inh Susp 0.09MG/1Act,,$19.00 ,PHARMACY
6205383,NF-Proair HFA Inh Susp 0.09MG/1Act,,$13.00 ,PHARMACY
6205432,NF-Proair HFA Inh Susp 0.09MG/1Act,,$17.00 ,PHARMACY
6205846,NF-PROAIR HFA INH SUSP 0.09MG/1ACT,,$37.00 ,PHARMACY
6206112,NF-Proair HFA Inh Susp 0.09MG/1Act,,$19.00 ,PHARMACY
6206480,NF-Proair HFA Inh Susp 0.09MG/1Act,,$18.00 ,PHARMACY
6206874,NF-Proair HFA Inh Susp 0.09MG/1Act,,$19.00 ,PHARMACY
6207806,NF-Proair HFA Inh Susp 0.09MG/1Act,,$14.00 ,PHARMACY
6203762,NF-PROBENECID 500MG ORAL TABLET,,$6.00 ,PHARMACY
6207645,NF-Procainamide (PRONESTYL) Cap 250MG,,$7.00 ,PHARMACY
6204405,"NF-PROCARDIA XL 90MG ORAL TABLET, EXTEND",,$25.00 ,PHARMACY
6205840,NF-Prochlorperazine Oral Tablet 10MG,,$6.00 ,PHARMACY
6204198,NF-PROGESTERONE 200MG ORAL CAPSULE,,$13.00 ,PHARMACY
6203968,NF-PROGRAF 1MG ORAL CAPSULE,,$16.00 ,PHARMACY
6205684,NF-PROGRAF CAP 1MG,,$14.00 ,PHARMACY
6204799,NF-Prograf Capsule 1MG,,$16.00 ,PHARMACY
6205683,NF-Prograf Capsule 1MG,,$16.00 ,PHARMACY
6205926,NF-Prograf Capsule 1MG,,$16.00 ,PHARMACY
6205934,NF-Prograf Capsule 1MG,,$16.00 ,PHARMACY
6204910,NF-Prograf Oral Capsule 1MG,,$15.00 ,PHARMACY
6203887,NF-Prolent,,$7.00 ,PHARMACY
6200678,NF-PROLEUKIN IV PWD FOR SOLN 22MILLION I,,"$2,374.00 ",PHARMACY
6208576,NF-Promacta Oral Tablet 50MG,,$518.00 ,PHARMACY
6201296,NF-PROMACTA ORAL TABLET 75MG,,$596.00 ,PHARMACY
6204543,NF-Promethazine (PHENERGAN)   10ML,,$3.00 ,PHARMACY
6205235,NF-Promethazine HCl Oral Tablet 25MG,,$7.00 ,PHARMACY
6200120,NF-Promethazine/Cod (PHEN/COD)    10 ML,,$5.00 ,PHARMACY
6202291,NF-Promethazine/Codeine BULK BTL  473 ML,,$46.00 ,PHARMACY
6200795,NF-Promethazine/Codeine UD CUP    5ML,,$5.00 ,PHARMACY
6204694,NF-Prometrium Capsule 200MG,,$15.00 ,PHARMACY
6208506,NF-Prometrium Oral Liquid Capsule 200MG,,$16.00 ,PHARMACY
6205755,NF-PROPAFENONE HCL ORAL CAP ER 325MG,,$25.00 ,PHARMACY
6205278,NF-Propafenone HCl Oral Tablet 150MG,,$7.00 ,PHARMACY
6207797,NF-Propafenone HCl Oral Tablet 150MG,,$5.00 ,PHARMACY
6208069,NF-Propafenone HCl Oral Tablet 150MG,,$4.00 ,PHARMACY
6203232,NF-PROPAFENONE HCL ORAL TABLET 300MG,,$11.00 ,PHARMACY
6206971,NF-Propafenone HCl Tablet 150MG,,$5.00 ,PHARMACY
6200079,NF-Propoxyphene/Apap(DARVOCET) 100/650MG,,$9.00 ,PHARMACY
6202815,"NF-PROPRANOLOL ER 80MG ORAL CAPSULE, EXT",,$15.00 ,PHARMACY
6203188,"NF-PROPRANOLOL ER 80MG ORAL CAPSULE, EXT",,$13.00 ,PHARMACY
6208392,NF-Propranolol ER Oral Cap ER 80MG,,$8.00 ,PHARMACY
6204389,NF-PROPRANOLOL HCL 20MG ORAL TABLET,,$6.00 ,PHARMACY
6204156,NF-PROPRANOLOL HCL 80MG ORAL TABLET,,$7.00 ,PHARMACY
6207840,NF-Propranolol Hydrochloride Tablet 80MG,,$2.00 ,PHARMACY
6208514,NF-Propranolol Hydrochloride Tablet 80MG,,$1.00 ,PHARMACY
6201778,NF-PRORENAL VITAL ORAL TABLET,,$6.00 ,PHARMACY
6202890,"NF-PROTONIX 40MG ORAL TABLET, ENTERIC CO",,$15.00 ,PHARMACY
6201933,NF-PROTONIX TAB EC 40MG,,$18.00 ,PHARMACY
6206201,NF-Proventil HFA Inhaler 0.09MG/Inh,,$32.00 ,PHARMACY
6205283,NF-PROVIGIL TAB 200MG,,$47.00 ,PHARMACY
6203991,NF-PROZAC 20MG ORAL CAPSULE,,$19.00 ,PHARMACY
6208212,NF-PROzac Capsule 10MG,,$37.00 ,PHARMACY
6205602,NF-PROzac Capsule 20MG,,$35.00 ,PHARMACY
6205388,NF-PROzac Capsule 40MG,,$64.00 ,PHARMACY
6207808,NF-Pulmicort Flex Inh/Neb Pwd 180MCG/1AC,,$393.00 ,PHARMACY
6208226,NF-Pulmicort Flex Inh/Neb Pwd 180MCG/1AC,,$381.00 ,PHARMACY
6201931,NF-PULMICORT FLEXHALER INH/NEB 180MCG/1A,,$422.00 ,PHARMACY
6204721,NF-Pulmicort Flexhaler Inh/Neb 180MCG/1A,,$532.00 ,PHARMACY
6208195,NF-Pulmicort Flexhaler Inh/Neb 180MCG/1A,,$575.00 ,PHARMACY
6206334,NF-Pulmicort Flexhaler Inh/Neb 90MCG/1Ac,,$451.00 ,PHARMACY
6202898,NF-PULMICORT RESPULES 0.5MG/2ML INHALATI,,$18.00 ,PHARMACY
6208227,NF-Pulmicort Respules Inh Susp 0.5MG/2ML,,$10.00 ,PHARMACY
6208875,NF-QUEtiapine Fumarate Oral Tab ER 300MG,,$45.00 ,PHARMACY
6205661,NF-QUEtiapine Fumarate Oral Tablet 100MG,,$22.00 ,PHARMACY
6208066,NF-QUEtiapine Fumarate Oral Tablet 100MG,,$14.00 ,PHARMACY
6208334,NF-QUEtiapine Fumarate Oral Tablet 100MG,,$14.00 ,PHARMACY
6207899,NF-QUEtiapine Fumarate Oral Tablet 25MG,,$9.00 ,PHARMACY
6208316,NF-QUEtiapine Fumarate Oral Tablet 25MG,,$9.00 ,PHARMACY
6206129,NF-QUEtiapine Fumarate Oral Tablet 400MG,,$47.00 ,PHARMACY
6205662,NF-QUEtiapine Fumarate Oral Tablet 50MG,,$17.00 ,PHARMACY
6206394,NF-QUEtiapine Fumarate Tab ER 50MG,,$20.00 ,PHARMACY
6200287,NF-Quinapril (ACCUPRIL) TAB    10MG,,$4.00 ,PHARMACY
6212011,NF-Quinapril (ACCUPRIL) TAB    20MG,,$3.00 ,PHARMACY
6200288,NF-Quinapril (ACCUPRIL) TAB    5MG,,$3.00 ,PHARMACY
6204069,NF-QUINAPRIL 40MG ORAL TABLET,,$8.00 ,PHARMACY
6202127,NF-QUINAPRIL HCL 20MG ORAL TABLET,,$8.00 ,PHARMACY
6202833,NF-QUINAPRIL HCL TAB 10MG,,$9.00 ,PHARMACY
6201051,NF-Quinapril/HCTZ TAB 20MG/25MG,,$13.00 ,PHARMACY
6208557,NF-Qvar Inh/Neb Aer Liq 0.04MG/1ACT,,$28.00 ,PHARMACY
6206131,NF-QVAR Inh/Neb Aerosol Liquid 0.08MG/1A,,$68.00 ,PHARMACY
6204501,NF-RALOXIFENE HCL ORAL TABLET 60MG,,$20.00 ,PHARMACY
6205536,NF-Raloxifene HCl Oral Tablet 60MG,,$19.00 ,PHARMACY
6205887,NF-Ramelteon (ROZEREM) TAB    8MG,,$55.00 ,PHARMACY
6208043,NF-Ramelteon Oral Tablet 8MG,,$31.00 ,PHARMACY
6209187,NF-Ramipril (ALTACE) CAP    2.5MG,,$3.00 ,PHARMACY
6201146,NF-RAMIPRIL CAP 10MG,,$3.00 ,PHARMACY
6206406,NF-Ranexa Extended-Release Tablet 1000MG,,$26.00 ,PHARMACY
6211118,NF-RaNITIdine (ZANTAC)  50MG PREMIX,J2780,$43.00 ,PHARMACY
6207132,NF-RaNITIdine (ZANTAC) INJ    50MG/2ML,J2780,$14.00 ,PHARMACY
6209526,NF-RaNITIdine (ZANTAC) TAB    150MG,,$3.00 ,PHARMACY
6200451,NF-raNITIdine (ZANTAC) TAB    75MG,,$3.00 ,PHARMACY
6208187,NF-raNITIdine Oral Capsule 150MG,,$4.00 ,PHARMACY
6206824,NF-Rapaflo Oral Capsule 8MG,,$22.00 ,PHARMACY
6202226,NF-RAPAMUNE ORAL TABLET 1MG,,$24.00 ,PHARMACY
6207712,NF-Rasagiline Oral Tablet 0.5MG,,$52.00 ,PHARMACY
6208008,NF-Rasagiline Oral Tablet 1MG,,$52.00 ,PHARMACY
6208524,NF-Rasagiline Oral Tablet 1MG,,$50.00 ,PHARMACY
6208549,NF-Rasagiline Oral Tablet 1MG,,$50.00 ,PHARMACY
6205279,NF-Rebif Injection 44MCG/0.5ML,,"$2,851.00 ",PHARMACY
6206254,NF-Rebif Injection 44MCG/0.5ML,,"$3,070.00 ",PHARMACY
6204703,NF-RED WINE EXTRACT CAPS,,$33.00 ,PHARMACY
6206540,NF-RED YEAST RICE EXTRACT ORAL CAPSULE 6,,$2.00 ,PHARMACY
6201622,NF-REFRESH DRY EYE THERAPY OPHTH SOLN 1Ñ,,$6.00 ,PHARMACY
6208147,NF-Refresh Tears Ophth Solution 0.5%,,$1.00 ,PHARMACY
6204425,NF-REGLAN 5MG ORAL TABLET,,$10.00 ,PHARMACY
6202589,NF-RELAFEN TABLET 750MG,,$12.00 ,PHARMACY
6206035,NF-Relion Novolin R Injection Soln 100U/,,$40.00 ,PHARMACY
6208922,NF-Remeron Oral Tablet 15MG,,$12.00 ,PHARMACY
6208099,NF-Remeron Oral Tablet 30MG,,$10.00 ,PHARMACY
6201413,NF-REMERON SOLTAB DISSOLVE TABLET 30MG,,$12.00 ,PHARMACY
6208011,NF-Remeron Tablet 15MG,,$14.00 ,PHARMACY
6207885,NF-Renal Caps Capsule,,$2.00 ,PHARMACY
6205123,NF-RENAL VITAMIN ORAL TABLET,,$5.00 ,PHARMACY
6206455,NF-Repaglinide Oral Tablet 2MG,,$10.00 ,PHARMACY
6208096,NF-Repatha Subcutaneous Solution 140MG/1,,"$1,359.00 ",PHARMACY
6208699,NF-Repatha Subcutaneous Solution 140MG/1,,$571.00 ,PHARMACY
6200631,NF-REPLENEX TAB,,$7.00 ,PHARMACY
6201115,NF-REQUIP ORAL TABLET 0.5MG,,$12.00 ,PHARMACY
6202147,NF-REQUIP TAB 4MG,,$12.00 ,PHARMACY
6202153,NF-REQUIP TAB 4MG,,$12.00 ,PHARMACY
6201100,NF-REQUIP TAB 5MG,,$12.00 ,PHARMACY
6201324,NF-REQUIP TABLET 0.25MG,,$12.00 ,PHARMACY
6208659,NF-Requip Tablet 1MG,,$6.00 ,PHARMACY
6205530,NF-Requip Tablet 5MG,,$18.00 ,PHARMACY
6208210,NF-Requip XL Oral Tab ER 2MG,,$8.00 ,PHARMACY
6208313,NF-Restoril Capsule 15MG,,$4.00 ,PHARMACY
6208314,NF-Restoril Capsule 15MG,,$4.00 ,PHARMACY
6208245,NF-Restoril Capsule 7.5MG,,$2.00 ,PHARMACY
6200317,"NF-Retinol (VITAMIN A)TAB 10,000 units",,$7.00 ,PHARMACY
6204391,NF-REVIA 50MG ORAL TABLET,,$30.00 ,PHARMACY
6205853,NF-Revia Oral Tablet 50MG,,$26.00 ,PHARMACY
6203832,NF-REYATAZ CAP 300MG,,$121.00 ,PHARMACY
6208669,NF-Rhopressa Ophthalmic Solution 0.02%,,$261.00 ,PHARMACY
6208608,NF-Riluzole Oral Tablet 50MG,,$72.00 ,PHARMACY
6208777,NF-RisperDAL Consta ER 25 mg,,"$2,427.00 ",PHARMACY
6208294,NF-RisperDAL Consta IM ER 12.5MG,,"$1,214.00 ",PHARMACY
6208295,NF-RISPERDAL CONSTA IM PWD FOR SUSP ER 1,,$619.00 ,PHARMACY
6206946,NF-RisperDAL Tablet 0.25MG,,$25.00 ,PHARMACY
6207943,NF-RisperDAL Tablet 3MG,,$25.00 ,PHARMACY
6202461,NF-RITALIN TAB 10MG,,$7.00 ,PHARMACY
6208176,NF-Rivaroxaban (XARELTO) TAB    2.5MG,,$28.00 ,PHARMACY
6205970,NF-Rivastigmine Tartrate Oral Cap 6MG,,$12.00 ,PHARMACY
6208861,NF-Rivastigmine Tartrate Oral Capsule 4.,,$8.00 ,PHARMACY
6207704,NF-Rivastigmine TD Patch ER 4.6MG/24HR,,$35.00 ,PHARMACY
6207705,NF-Rivastigmine TD Patch ER 9.5MG/24HR,,$35.00 ,PHARMACY
6208911,NF-Rivastigmine TD Patch ER 9.5MG/24HR,,$33.00 ,PHARMACY
6208912,NF-Rivastigmine TD Patch ER 9.5MG/24HR,,$33.00 ,PHARMACY
6206976,NF-Robaxin Oral Tablet 500MG,,$6.00 ,PHARMACY
6204395,NF-ROBAXIN-750 750MG ORAL TABLET,,$14.00 ,PHARMACY
6205654,NF-Robaxin-750 Oral Tablet 750MG,,$9.00 ,PHARMACY
6207675,NF-Roflumilast (DALIRESP) TABLET 250MCG,,$61.00 ,PHARMACY
6201686,NF-ROPINIROLE HCL TAB 0.25MG,,$10.00 ,PHARMACY
6202876,NF-ROPINIROLE HCL TAB 0.25MG,,$13.00 ,PHARMACY
6207980,NF-rOPINIRole Hydrochloride Oral Tablet,,$5.00 ,PHARMACY
6205721,NF-Ropivicaine (Naropin) 0.5% ; 100mL,J2795,$146.00 ,PHARMACY
6205806,NF-Rosuvastatin Calcium Oral Tablet 10MG,,$22.00 ,PHARMACY
6205956,NF-Rosuvastatin Calcium Oral Tablet 20MG,,$22.00 ,PHARMACY
6205722,NF-Rosuvastatin Calcium Oral Tablet 5MG,,$22.00 ,PHARMACY
6206717,NF-Rosuvastatin Calcium Oral Tablet 5MG,,$5.00 ,PHARMACY
6206718,NF-Rosuvastatin Calcium Oral Tablet 5MG,,$20.00 ,PHARMACY
6208815,NF-Rosuvastatin Oral Tablet 5MG,,$17.00 ,PHARMACY
6200537,NF-ROXANOL CONCENTRATE 20MG/ML,,$6.00 ,PHARMACY
6204339,NF-ROZEREM 8MG ORAL TABLET,,$18.00 ,PHARMACY
6201332,NF-ROZEREM ORAL TABLET 8MG,,$16.00 ,PHARMACY
6208012,NF-Rozerem Oral Tablet 8MG,,$33.00 ,PHARMACY
6208125,NF-Rozerem Oral Tablet 8MG,,$32.00 ,PHARMACY
6208006,NF-Rytary Extended Release Cap 23.75MG-9,,$9.00 ,PHARMACY
6205039,NF-Rytary ExtendedRelease Cap 36.25MG-14,,$10.00 ,PHARMACY
6201533,NF-RYTHMOL SR ORAL CAP ER 325MG,,$24.00 ,PHARMACY
6201624,NF-SAVELLA ORAL TABLET 50MG,,$10.00 ,PHARMACY
6208031,NF-Savella Oral Tablet 50MG,,$21.00 ,PHARMACY
6204309,NF-SENNA 8.6MG ORAL TABLET,,$6.00 ,PHARMACY
6201918,NF-SENSIPAR TAB 30MG,,$33.00 ,PHARMACY
6201426,NF-SEPTRA DS TABLET,,$10.00 ,PHARMACY
6201819,NF-SEPTRA DS TABLET,,$8.00 ,PHARMACY
6207809,NF-Serevent Diskus Inh Pwd 50MCG/1Actuat,,$21.00 ,PHARMACY
6207849,NF-Serevent Diskus Inh Pwd 50MCG/1Actuat,,$21.00 ,PHARMACY
6208055,NF-Serevent Diskus Inh Pwd 50MCG/1Actuat,,$20.00 ,PHARMACY
6208385,NF-SEROquel Oral Tablet 200MG,,$21.00 ,PHARMACY
6208930,NF-SEROquel Oral Tablet 25MG,,$6.00 ,PHARMACY
6208931,NF-SEROquel Oral Tablet 25MG,,$6.00 ,PHARMACY
6208250,NF-SEROquel Tablet 25MG,,$10.00 ,PHARMACY
6202852,NF-SERTRALINE 100MG ORAL TABLET,,$11.00 ,PHARMACY
6203094,NF-SERTRALINE 100MG ORAL TABLET,,$11.00 ,PHARMACY
6204399,NF-SERTRALINE 100MG ORAL TABLET,,$11.00 ,PHARMACY
6204467,NF-SERTRALINE HCL 25MG ORAL TABLET,,$11.00 ,PHARMACY
6203499,NF-SERTRALINE HCL ORAL TABLET 100MG,,$10.00 ,PHARMACY
6202989,NF-SERTRALINE HYDROCHLORIDE 100MG ORAL T,,$11.00 ,PHARMACY
6202980,NF-SERTRALINE HYDROCHLORIDE 25MG ORAL TA,,$11.00 ,PHARMACY
6208118,NF-Sertraline Hydrochloride Oral Tab 100,,$6.00 ,PHARMACY
6201420,NF-SERTRALINE HYDROCHLORIDE TABLET 100MG,,$11.00 ,PHARMACY
6204602,NF-Sertraline Hydrochloride Tablet 100MG,,$10.00 ,PHARMACY
6206031,NF-Sertraline Hydrochloride Tablet 100MG,,$9.00 ,PHARMACY
6201530,NF-SERTRALINE ORAL TABLET 100MG,,$16.00 ,PHARMACY
6205372,NF-Sertraline Oral Tablet 100MG,,$10.00 ,PHARMACY
6205519,NF-Sertraline Oral Tablet 100MG,,$10.00 ,PHARMACY
6208185,NF-Sertraline Oral Tablet 100MG,,$6.00 ,PHARMACY
6208372,NF-Sertraline Oral Tablet 100MG,,$6.00 ,PHARMACY
6208423,NF-Sertraline Oral Tablet 100MG,,$6.00 ,PHARMACY
6208473,NF-Sertraline Oral Tablet 100MG,,$6.00 ,PHARMACY
6208781,NF-Sertraline Oral Tablet 50MG,,$5.00 ,PHARMACY
6208915,NF-Sildenafil Oral Tablet 50MG,,$132.00 ,PHARMACY
6208874,NF-Sildenafil Tablet 25MG,,$132.00 ,PHARMACY
6201534,NF-SILVADENE CREAM 1%,,$6.00 ,PHARMACY
6207984,NF-Simbrinza Ophthalmic Suspension 0.2%-,,$51.00 ,PHARMACY
6208026,NF-Simbrinza Ophthalmic Suspension 0.2%-,,$51.00 ,PHARMACY
6208592,NF-Simbrinza Ophthalmic Suspension 0.2%-,,$52.00 ,PHARMACY
6208668,NF-Simbrinza Ophthalmic Suspension 0.2%-,,$51.00 ,PHARMACY
6201585,"NF-SIMCOR TABLET, EXTENDED RELEASE 500-2",,$11.00 ,PHARMACY
6201220,NF-Simvastatin (ZOCOR) HT : 5MG,,$14.00 ,PHARMACY
6204538,NF-SIMVASTATIN 20MG ORAL TABLET,,$15.00 ,PHARMACY
6204350,NF-SIMVASTATIN 80MG ORAL TABLET,,$15.00 ,PHARMACY
6204018,NF-SIMVASTATIN ORAL TABLET  20MG,,$15.00 ,PHARMACY
6204409,NF-SIMVASTATIN ORAL TABLET  20MG,,$15.00 ,PHARMACY
6205723,NF-Simvastatin Oral Tablet  20MG,,$13.00 ,PHARMACY
6205724,NF-Simvastatin Oral Tablet  20MG,,$13.00 ,PHARMACY
6205726,NF-Simvastatin Oral Tablet  20MG,,$13.00 ,PHARMACY
6206213,NF-Simvastatin Oral Tablet  20MG,,$13.00 ,PHARMACY
6206609,NF-Simvastatin Oral Tablet  20MG,,$12.00 ,PHARMACY
6201466,NF-SIMVASTATIN ORAL TABLET 20MG,,$15.00 ,PHARMACY
6205190,NF-Simvastatin Oral Tablet 20MG,,$14.00 ,PHARMACY
6205766,NF-Simvastatin Oral Tablet 20MG,,$13.00 ,PHARMACY
6208711,NF-Simvastatin Oral Tablet 20MG,,$9.00 ,PHARMACY
6204988,NF-Simvastatin Oral Tablet 40MG,,$25.00 ,PHARMACY
6205728,NF-Simvastatin Oral Tablet 40MG,,$13.00 ,PHARMACY
6205836,NF-Simvastatin Oral Tablet 40MG,,$13.00 ,PHARMACY
6205973,NF-Simvastatin Oral Tablet 40MG,,$13.00 ,PHARMACY
6208491,NF-Simvastatin Oral Tablet 40MG,,$19.00 ,PHARMACY
6204643,NF-Simvastatin Oral Tablet 5MG,,$9.00 ,PHARMACY
6204905,NF-Simvastatin Oral Tablet 80MG,,$14.00 ,PHARMACY
6205741,NF-Simvastatin Oral Tablet 80MG,,$13.00 ,PHARMACY
6206345,NF-Sinemet CR Tab ER 50MG-200MG,,$8.00 ,PHARMACY
6206348,NF-Sinemet CR Tab ER 50MG-200MG,,$8.00 ,PHARMACY
6204259,NF-SINGULAIR 10MG ORAL TABLET,,$13.00 ,PHARMACY
6204267,NF-SINGULAIR 10MG ORAL TABLET,,$22.00 ,PHARMACY
6203288,"NF-SINGULAIR 4MG ORAL TABLET, CHEWABLE",,$20.00 ,PHARMACY
6202109,NF-SINGULAIR CHEW TAB 5MG,,$18.00 ,PHARMACY
6202110,NF-SINGULAIR CHEW TAB 5MG,,$20.00 ,PHARMACY
6202491,NF-SINGULAIR CHEW TAB 5MG,,$33.00 ,PHARMACY
6201149,NF-SINGULAIR CHEWABLE TAB 4MG,,$15.00 ,PHARMACY
6205268,NF-Singulair Oral Tablet 10MG,,$15.00 ,PHARMACY
6205972,NF-Singulair Oral Tablet 10MG,,$11.00 ,PHARMACY
6201249,NF-SINGULAIR TABLET 10MG,,$15.00 ,PHARMACY
6201532,NF-SINGULAIR TABLET 10MG,,$17.00 ,PHARMACY
6208657,NF-Singulair Tablet 10MG,,$18.00 ,PHARMACY
6202651,NF-SOCKEYE SALMON OIL,,$6.00 ,PHARMACY
6208650,NF-Sodium Cl (MUR 128) OPHTH OINT  5%,,$73.00 ,PHARMACY
6208175,NF-Solaraze Gel 3%,,$40.00 ,PHARMACY
6205200,NF-Soma Oral Tablet 250MG,,$20.00 ,PHARMACY
6207730,NF-Sonata Oral Capsule 10MG,,$8.00 ,PHARMACY
6207782,NF-Sonata Oral Capsule 10MG,,$8.00 ,PHARMACY
6203590,NF-SOTALOL HCL AF 120MG ORAL TABLET,,$7.00 ,PHARMACY
6202784,NF-SOTALOL HCL AF TABLET 120MG,,$12.00 ,PHARMACY
