Description,CURRENT PRICE,,,
I&D SUPERF ABSC PERI ISCHEAL,"$6,422.13",,,
I&D; PERIANAL ABSCESS,"$1,969.05",,,
I131 IODBENGUANE DX PER 0.5MCI,"$1,517.00",,,
I131 IODIDE CAP RX PER 1 MCI,$149.61,,,
I131 IODIDE SOL RX PER 1 MCI,$35.64,,,
I131 PER 1 UCI TO 100 UCI,$48.00,,,
IA INFECTIOUS AGENT AB QUAN,$71.96,,,
IA INFECTIOUS AGENT SGL STEP,$106.98,,,
IA QUANT; CA 125,$341.52,,,
IA QUANT; CA 15-3 (27.29),$96.32,,,
IA QUANT; CA 19-9,$185.88,,,
IA; OTHER TUMOR AG QUAN EA,$121.70,,,
IABP KIT,"$1,880.00",,,
IADNA-DNA/RNA PROBE TQ 12-25,"$1,543.65",,,
IBUPROFEN 100 MG/5 ML UDC,$2.35,,,
IBUPROFEN 200 MG TAB,$1.72,,,
IBUPROFEN 400 MG TAB,$0.46,,,
IBUPROFEN 600 MG TAB,$0.54,,,
IBUPROFEN 800 MG TAB,$0.42,,,
IBUTILIDE FUMARATE 1 MG INJ,"$2,713.62",,,
ICC ABLAT AV NODE- CREATE CHB,"$16,000.00",,,
ICD CRTD ENERGEN RF HE N141,"$63,375.00",,,
ICD DUAL ENERGEN DR HE E143,"$47,851.56",,,
ICD ELLP NGEN VR36/DF4 CELL,"$29,250.00",,,
ICD FORT NGEN DR36/DF4,"$47,851.56",,,
ICD FORT NGEN DR40/DF4,"$47,851.56",,,
ICD FORT NGEN VR36/DF4,"$29,250.00",,,
ICD FORT NGEN VR40/DF4,"$29,250.00",,,
ICD FORTIFY NGEM VR40 DF4,"$29,250.00",,,
ICD FORTIFY NGEN DR40 DF4,"$47,851.56",,,
ICD GENERATOR MED 7231CX,"$29,250.00",,,
ICD INOGEN EL DR D143,"$47,851.56",,,
ICD INOGEN EL DR DF-4 D142,"$47,851.56",,,
ICD INOGEN EL VR D141,"$29,250.00",,,
ICD INOGEN VR DF-4 D140,"$29,250.00",,,
ICD LEAD 6931 FIDELIS SNG COIL,"$10,557.69",,,
ICD LEAD 6949 DUAL COIL,"$13,215.00",,,
ICD LEAD LINOX SD 5/18,"$13,215.00",,,
ICD LEAD SPRINT QUATTRO SECURE,"$13,215.00",,,
ICD LEAD TENDRIL SDX 16888TC,"$13,215.00",,,
ICD MEDTRONIC MAXIMO 7232CX,"$29,250.00",,,
ICD QUADR NGEN CRTD40 DF4,"$63,375.00",,,
ICD QUADR NGEN CRTD40/DF4,"$63,375.00",,,
ICD QUADR NGEN CRTD40/DF4 CELL,"$63,375.00",,,
ICD UNIFY NGEN CRTD40 DF4,"$63,375.00",,,
ICD UNIFY NGEN CRTD40/DF4,"$63,375.00",,,
ICD UNIFY NGEN CRTD40/DF4 CELL,"$63,375.00",,,
ICM DEVICE EVAL,$104.67,,,
ICM/ILR REMOTE TECH SERV =<30D,$104.67,,,
ID; GEL QUAL; EA AB/AG,$65.52,,,
IDL WIRING FOR OTHER THAN FX,"$3,156.60",,,
IDNE I-123 IOBENGUANE=< 15MCI,"$8,610.90",,,
IDNE I-131 IODE CAP DX PER MCI,$283.80,,,
IEP; CROSSED,$89.76,,,
IEP; NOT SERUM,$496.47,,,
IEP; SERUM,$126.18,,,
IGG 1 2 3 OR 4 EACH,$73.54,,,
IGH GENE REARRANGE AMP METH,$995.24,,,
IGK REARRANGEABN CLONAL POP,$553.05,,,
IIV4 VACC NO PRSV 0.5 ML IM SL,$0.02,,,
IKBKAP GENE,$594.00,,,
ILEOS THRU STOMA W BX SGL/MULT,"$2,061.99",,,
ILEOSTOMY/JEJUNOSTOMY,"$7,864.25",,,
ILIAC ART ANGIO CARDIAC CATH,$52.60,,,
ILIAC EXT OVA IX PMA 14-14-45,"$1,656.25",,,
ILIAC REVASC ADD-ON BIL,"$12,577.13",,,
ILIAC REVASC ADD-ON LT,"$8,384.75",,,
ILIAC REVASC ADD-ON RT,"$8,384.75",,,
ILIAC REVASC BIL,"$24,600.00",,,
ILIAC REVASC LT,"$24,600.00",,,
ILIAC REVASC RT,"$24,600.00",,,
ILIAC REVASC W/STENT ADDON BIL,"$28,269.14",,,
ILIAC REVASC W/STENT ADDON LT,"$28,269.14",,,
ILIAC REVASC W/STENT ADDON RT,"$28,269.14",,,
ILIAC REVASC W/STENT BIL,"$30,384.10",,,
ILIAC REVASC W/STENT LT,"$30,384.10",,,
ILIAC REVASC W/STENT RT,"$30,384.10",,,
ILR DEVICE EVAL PROGR,$104.67,,,
ILR DEVICE INTERROGAT REMOTE,$67.00,,,
ILR DEVICE INTERROGATE,$48.45,,,
IM ADMIN 1ST/ONLY COMPONENT,$21.25,,,
IM ADMIN EACH ADDL COMPONENT,$22.14,,,
IMAGE CATH FLUID COLXN VISC,"$3,738.60",,,
IMAGE CATH FLUID PERI/RETRO,"$3,738.60",,,
IMAGE CATH FLUID TRNS/VGNL,"$3,133.08",,,
IMAGING COIL MR INSERTABLE,$516.00,,,
IMIPRAMINE HCL 25 MG TAB,$5.22,,,
IMMOBILIZER KNEE 20 INCHES,$22.00,,,
"IMMOBILIZER KNEE 20IN, 24IN",$135.00,,,
IMMUNE COMPLEX ASSAY;,$135.06,,,
IMMUNE GLOB IV 10 GM/OCTAGAM,"$8,869.77",,,
IMMUNE GLOB IV 5GM/OCTAGAM,"$4,448.10",,,
IMMUNFIX E-PHORSIS/URINE/CSF,$147.60,,,
IMMUNIZATION ADMIN 1 VACCINE,$157.26,,,
IMMUNOASSAY NONANTIBODY,$119.00,,,
IMMUNOASSAY QUANT NOS NONAB,$186.53,,,
IMMUNODIFFUSION; NES,$79.55,,,
IMMUNOFLUOR ANTB 1ST STAIN,$215.43,,,
IMMUNOFLUOR ANTB ADDL STAIN,$162.00,,,
IMMUNOHISTO ANTB 1ST STAIN,$653.20,,,
IMMUNOHISTO ANTIBODY ADDL SLDE,$241.59,,,
IMMUNOHISTO ANTIBODY SLIDE,$215.43,,,
IMMUNZTN ADM; EA ADDTL VAC,$32.20,,,
IMP SYS RCDR LOOP ICM,"$14,562.00",,,
IMPL BREAST PROSTH SILCN/EQUAL,"$3,232.00",,,
IMPL DUAL CHAMB RR PACEMAKER,"$14,533.33",,,
IMPL INDWELLING PORT,"$1,032.59",,,
IMPL NEURO LEAD TEST KIT,"$2,914.89",,,
IMPL PT-ACT CARD EVENT RECORD,"$33,508.26",,,
IMPL SGL CHAMBR RR PACEMAKER,"$10,800.00",,,
IMPLANT SUPPLIES,$687.06,,,
IMPLANTABLE TISSUE MARKER,$466.18,,,
IMPLNT BON FILLER-PUTTY 0.5 CC,"$6,312.00",,,
IMPLNT BON VD FILLR PER 0.5 CC,"$1,214.36",,,
IMRT/CONFORMAL RTH PLAN,"$5,719.35",,,
IN VIVO LAB SERVICE,$145.00,,,
IN111 CAPROMAB =< 10 MCI,"$6,778.13",,,
IN111 IBRITUMOMAB DX =< 5 MCI,"$4,404.00",,,
IN111 OXYQUINOLINE PER 0.5 MCI,"$2,976.00",,,
IN111 PENTETATE PER 0.5 MCI,"$1,080.69",,,
IN111 SATUMOMAB,$149.90,,,
IN4530 INFLATOR KIT,$350.00,,,
INC & REM FB SQ SMPL,$861.96,,,
INC & REM FB SQ; COMPL,"$3,738.60",,,
INC & REM FB SQ; SMPL,$840.41,,,
INC ST ABSC; DEEP,"$3,738.60",,,
INCAL BX SKN EA SEP/ADDL,$118.00,,,
INCAL BX SKN SINGLE LES,$333.20,,,
INCENTIVE SPIROMETER DEVICE,$30.00,,,
INCISE FOOT/TOE FASCIA BIL,"$11,004.35",,,
INCISE FOOT/TOE FASCIA LT,"$7,336.23",,,
INCISE FOOT/TOE FASCIA RT,"$7,336.23",,,
INCISE THROMBOSED HEMORRHD EXT,$636.57,,,
INCONTINENT SKIN CARE CREAM,$19.00,,,
INCONTINENT SKIN CARE SPRAY,$19.00,,,
INDAPAMIDE 2.5 MG TAB,$9.30,,,
INDIA INK PREP-TEST EXCHANGE,$120.35,,,
INDIUM IN-111 AUTO PLATELET,"$1,690.00",,,
INDIUM IN-111 AUTO WBC,"$5,999.82",,,
INDIUM IN-111 PENTTRTDE=< 6MCI,"$13,257.17",,,
INDOCYANINE GREEN 25 MG INJ,$593.76,,,
INDOMETHACIN 25 MG CAP,$2.52,,,
INDUCED ABORTION BY D&C,"$6,303.24",,,
INDUCED ABORTION BY DIL & EVAC,"$6,303.24",,,
INF AG DETECT BY NA AMP PROBE,$477.38,,,
"INF AGENT AG,SNGL STEP",$35.52,,,
INF AGENT MULTI ORG AG BY IF,$200.23,,,
INF BURSA I&D UA/ELBOW BIL,"$5,607.90",,,
INF BURSA I&D UA/ELBOW LT,"$3,738.60",,,
INF BURSA I&D UA/ELBOW RT,"$3,738.60",,,
INFLATABLE PENILE PROSTHESIS,"$8,800.00",,,
INFLATION DEVICE,$435.00,,,
INFLATION SYRINGE KYPHX,$317.00,,,
INFLNZA VAC FLUZONE 0.25ML -SL,$0.01,,,
INFLUENZA A AG BY DFA,$115.21,,,
INFLUENZA A/B AG IA,$190.65,,,
INFLUENZA B AG BY IF,$108.34,,,
INFLUENZA DNA AMP PROB 1+,$190.05,,,
INFLUENZA DNA AMP PROB ADDL,$85.47,,,
INFLUENZA DNA AMP PROBE,$593.64,,,
INFLUENZA FLUCELVAX 0.5ML,$136.56,,,
INFLUENZA FLUCELVAX Q PF 0.5ML,$138.15,,,
INFLUENZA IA W DO,$96.00,,,
INFLUENZA VAC FLUZONE 0.5ML,$103.32,,,
INFLUENZA VAC FLUZONE HD 65Y+,$284.48,,,
INFLUENZA VX FLUZONE 0.5ML PF,$0.88,,,
INFUSE CATH,$786.72,,,
INFUSION IVP,"$1,132.85",,,
INFUSION PUMP PROGRAMMABLE,"$43,900.00",,,
INFUSION SYS W/SQRT 4F 135X30,"$1,063.00",,,
INFUSION SYS W/SQRT 4F 135X40,$851.00,,,
INFUSION SYS W/SQRT 4F 135X50,$851.00,,,
INFUSION UNI-FUSE 5 X 135 X 20,$552.80,,,
INHIBIN A,$79.48,,,
INIT NUTRITION THERAPY; EA 15M,$109.63,,,
INIT TX 1ST DEGR BURN,$468.57,,,
INJ  ANES GRTR OCCIP NERVE BIL,"$1,017.99",,,
INJ  ANES GRTR OCCIP NERVE LT,$678.66,,,
INJ  ANES GRTR OCCIP NERVE RT,$678.66,,,
INJ  ANESTH; FACIAL NERVE BIL,$437.00,,,
INJ  ANESTH; FACIAL NERVE LT,$291.33,,,
INJ  ANESTH; FACIAL NERVE RT,$291.33,,,
INJ & PLCMNT OF CONTRST CHAINS,$636.85,,,
INJ AIR/CONT TO PERITNL CAVTY,$713.00,,,
INJ ANE OTR PERI NRV BRNCH BIL,"$2,203.98",,,
INJ ANE OTR PERI NRV BRNCH LT,"$1,469.32",,,
INJ ANE OTR PERI NRV BRNCH RT,"$1,469.32",,,
INJ ANES INTERCOSTAL NERVE SGL,"$1,506.99",,,
INJ ANES INTRCOST NRV MULT BIL,"$2,796.30",,,
INJ ANES INTRCOST NRV MULT LT,"$1,864.20",,,
INJ ANES INTRCOST NRV MULT RT,"$1,864.20",,,
INJ ANES PARACERVICL NERVE BIL,"$2,260.49",,,
INJ ANES PARACERVICL NERVE LT,"$1,506.99",,,
INJ ANES PARACERVICL NERVE RT,"$1,506.99",,,
INJ ANES SPHENPTINE GANGLN BIL,"$1,017.99",,,
INJ ANES SPHENPTINE GANGLN LT,$678.66,,,
INJ ANES SPHENPTINE GANGLN RT,$678.66,,,
INJ ANES STELLATE GANGLION BIL,"$2,796.30",,,
INJ ANES STELLATE GANGLION LT,"$1,864.20",,,
INJ ANES STELLATE GANGLION RT,"$1,864.20",,,
INJ ANES SUPRASCAPULR NERV BIL,"$2,260.49",,,
INJ ANES SUPRASCAPULR NERV LT,"$1,506.99",,,
INJ ANES SUPRASCAPULR NERV RT,"$1,506.99",,,
INJ ANES; CERVICAL PLEXUS BIL,"$2,260.49",,,
INJ ANES; CERVICAL PLEXUS LT,"$1,506.99",,,
INJ ANES; CERVICAL PLEXUS RT,"$1,506.99",,,
INJ ANES; TRIGEMINAL NERVE BIL,"$1,017.99",,,
INJ ANES; TRIGEMINAL NERVE LT,$678.66,,,
INJ ANES; TRIGEMINAL NERVE RT,$678.66,,,
INJ ANESTH ; VAGUS NERVE BIL,"$1,017.99",,,
INJ ANESTH ; VAGUS NERVE LT,$678.66,,,
INJ ANESTH ; VAGUS NERVE RT,$678.66,,,
INJ ANESTH LUMB/THOR SYMP BIL,"$2,796.30",,,
INJ ANESTH LUMB/THOR SYMP LT,"$1,864.20",,,
INJ ANESTH LUMB/THOR SYMP RT,"$1,864.20",,,
INJ ANESTH; AXILLARY NERVE BIL,"$2,796.30",,,
INJ ANESTH; AXILLARY NERVE LT,"$1,864.20",,,
INJ ANESTH; AXILLARY NERVE RT,"$1,864.20",,,
INJ ANESTH; CELIAC PLEXUS,"$1,864.20",,,
INJ ANESTH; PHRENIC NERVE BIL,"$2,796.30",,,
INJ ANESTH; PHRENIC NERVE LT,"$1,864.20",,,
INJ ANESTH; PHRENIC NERVE RT,"$1,864.20",,,
INJ ANESTH; PUDENDAL NERVE BIL,"$2,796.30",,,
INJ ANESTH; PUDENDAL NERVE LT,"$1,864.20",,,
INJ ANESTH; PUDENDAL NERVE RT,"$1,864.20",,,
INJ CORPORA CAVERNOSA W PHARM,$636.57,,,
INJ EPIDURAL BLD OR CLOT PTCH,"$2,298.73",,,
INJ FOR CYSTOGRAM,$867.58,,,
INJ FOR LYMPHANGIOGRAPHY BIL,$750.00,,,
INJ FOR LYMPHANGIOGRAPHY LT,$500.00,,,
INJ FOR LYMPHANGIOGRAPHY RT,$500.00,,,
INJ FOR SIALOGRAPHY,$389.00,,,
INJ FOR SPINE DISK X-RAY LUMBR,"$1,683.02",,,
INJ FORAMEN EPIDURAL C/T BIL,"$2,796.30",,,
INJ FORAMEN EPIDURAL C/T LT,"$1,864.20",,,
INJ FORAMEN EPIDURAL C/T RT,"$1,864.20",,,
INJ FORAMEN EPIDURAL L/S BIL,"$2,796.30",,,
INJ FORAMEN EPIDURAL L/S LT,"$1,864.20",,,
INJ FORAMEN EPIDURAL L/S RT,"$1,864.20",,,
INJ FORAMEN EPIDURL ADD-ON BIL,"$1,715.49",,,
INJ FORAMEN EPIDURL ADD-ON LT,"$1,143.66",,,
INJ FORAMEN EPIDURL ADD-ON RT,"$1,143.66",,,
INJ MULTIHANCE PER 1 ML,$13.74,,,
INJ NEURLYTIC EPID LUMB/CAUDAL,"$1,864.20",,,
INJ NEURO EPIDURAL CERV/THOR,"$1,864.20",,,
INJ NEUROLYTIC; SUBARACHNOID,"$1,864.20",,,
INJ OCTAFLUOROPROPANE MIC ML,$141.00,,,
INJ PARVRT F JNT C/T 1 LEV BIL,"$2,796.30",,,
INJ PARVRT F JNT C/T 1 LEV LT,"$1,864.20",,,
INJ PARVRT F JNT C/T 1 LEV RT,"$1,864.20",,,
INJ PARVRT F JNT C/T 2 LEV BIL,$751.43,,,
INJ PARVRT F JNT C/T 2 LEV LT,$751.43,,,
INJ PARVRT F JNT C/T 2 LEV RT,$751.43,,,
INJ PARVRT F JNT C/T 3 LEV BIL,$751.43,,,
INJ PARVRT F JNT C/T 3 LEV LT,$751.43,,,
INJ PARVRT F JNT C/T 3 LEV RT,$751.43,,,
INJ PARVRT F JNT L/S 1 LEV BIL,"$2,726.39",,,
INJ PARVRT F JNT L/S 1 LEV LT,"$1,817.60",,,
INJ PARVRT F JNT L/S 1 LEV RT,"$1,817.60",,,
INJ PARVRT F JNT L/S 2 LEV BIL,"$1,879.73",,,
INJ PARVRT F JNT L/S 2 LEV LT,"$1,879.73",,,
INJ PARVRT F JNT L/S 2 LEV RT,"$1,879.73",,,
INJ PARVRT F JNT L/S 3 LEV BIL,"$1,927.93",,,
INJ PARVRT F JNT L/S 3 LEV LT,"$1,927.93",,,
INJ PARVRT F JNT L/S 3 LEV RT,"$1,927.93",,,
INJ PERC EXTR ANEURYSM BIL,"$1,240.82",,,
INJ PERC EXTR ANEURYSM LT,"$1,240.82",,,
INJ PERC EXTR ANEURYSM RT,"$1,240.82",,,
INJ PERFLEXANE LIP MICROS 1ML,$510.46,,,
"INJ PERFLUTREN LIP MICROS, ML",$333.74,,,
INJ SCLEROSING SOL HEMORRHOIDS,"$1,969.05",,,
INJ SCLERSNG SOL MULT SAME BIL,"$1,292.94",,,
INJ SCLERSNG SOL MULT SAME LT,$861.96,,,
INJ SCLERSNG SOL MULT SAME RT,$861.96,,,
INJ SCLERSNG SOLN-SGL VEIN BIL,$510.83,,,
INJ SCLERSNG SOLN-SGL VEIN LT,$510.83,,,
INJ SCLERSNG SOLN-SGL VEIN RT,$510.83,,,
INJ SGL TENDN SHTH LIGMENT BIL,"$1,017.99",,,
INJ SGL TENDN SHTH LIGMENT LT,$678.66,,,
INJ SGL TENDN SHTH LIGMENT RT,$678.66,,,
INJ SPINE DISK XR CERV OR THOR,"$2,047.48",,,
INJ TENDON ORIGIN/INSERT,$678.66,,,
INJ TO EVAL PERI-VENOUS SHUNT,$600.00,,,
INJ TO SEE ILEAL CONDUIT/URETP,$598.08,,,
INJ TRIGGER POINT 1/2 MUSCL,$661.69,,,
INJ URETOGRM- INDWEL CATH BIL,"$1,005.00",,,
INJ URETOGRM- INDWEL CATH LT,$670.00,,,
INJ URETOGRM- INDWEL CATH RT,$670.00,,,
INJ W/FLUOR EVAL CV DEVICE BIL,"$1,129.01",,,
INJ W/FLUOR EVAL CV DEVICE LT,"$1,129.01",,,
INJ W/FLUOR EVAL CV DEVICE RT,"$1,129.01",,,
INJECT CONGENITAL CARD CATH,"$1,751.03",,,
INJECT HRT CONGNTL ART/GRFT,"$3,941.53",,,
INJECT INTO SKIN LESIONS =<7,$468.57,,,
INJECT L VENTR/ATRIAL ANGIO,"$1,346.00",,,
INJECT PULM ART HRT CATH,"$1,881.00",,,
INJECT R VENTR/ATRIAL ANGIO,"$2,339.67",,,
INJECT SACROILIAC JOINT BIL,"$1,174.50",,,
INJECT SACROILIAC JOINT LT,$783.00,,,
INJECT SACROILIAC JOINT RT,$783.00,,,
INJECT SUPRVLV AORTOGRAPHY,$909.89,,,
INJECT TRIGGER POINTS 3/>,$678.66,,,
INJECTION FOR CHOLANGIOGRAM,"$1,685.00",,,
INJECTION FOR KNEE X-RAY BIL,$630.50,,,
INJECTION FOR KNEE X-RAY LT,$630.50,,,
INJECTION FOR KNEE X-RAY RT,$630.50,,,
INJECTION FOR MYELOGRAM,"$1,225.00",,,
INJECTION INTO BRAIN CANAL,$678.66,,,
INJECTION INTO DISK LESION,"$4,466.52",,,
INJECTION(S) SPIDER VEINS,$468.57,,,
INJECTOR UTERINE 2.0MM ZSI1153,$113.64,,,
INOGEN X4 DF G148,"$63,375.00",,,
INPACT 0.035IN 5MMX60MMX130CM,"$4,800.00",,,
INPATIENT HEMODIALYSIS,"$2,334.74",,,
INPNT STAY RADIOLABELED ITEM,$1.00,,,
INRAD CLIP TISSUE MARKER,$25.00,,,
INS  SWAN GANZ BEDSIDE,"$5,570.45",,,
INS BLADDER CATH COMPLEX,$378.06,,,
INS CATH ABD/L-EXT ART 1ST BIL,"$1,514.32",,,
INS CATH ABD/L-EXT ART 1ST LT,"$1,514.32",,,
INS CATH ABD/L-EXT ART 1ST RT,"$1,514.32",,,
INS CATH ABD/L-EXT ART 2ND BIL,"$1,514.32",,,
INS CATH ABD/L-EXT ART 2ND LT,"$1,514.32",,,
INS CATH ABD/L-EXT ART 2ND RT,"$1,514.32",,,
INS CATH ABD/L-EXT ART 3RD BIL,"$2,023.76",,,
INS CATH ABD/L-EXT ART 3RD LT,"$2,023.76",,,
INS CATH ABD/L-EXT ART 3RD RT,"$2,023.76",,,
INS CATH ABD/L-EXT ART ADDL,$683.00,,,
INS CATH PLEURA W/O IMAGE BIL,"$5,938.02",,,
INS CATH PLEURA W/O IMAGE LT,"$3,958.68",,,
INS CATH PLEURA W/O IMAGE RT,"$3,958.68",,,
INS CATH REN ART 1ST BILAT,"$6,913.32",,,
INS CATH REN ART 1ST UNILAT,"$6,913.32",,,
INS CATH REN ART 2ND+ BILAT,"$6,913.32",,,
INS CATH REN ART 2ND+ UNILAT,"$11,828.34",,,
INS ENDOVAS VENA CAVA FILTR,"$18,754.99",,,
INS IA PERC BALLOON,"$2,573.30",,,
INS MARK ABD/PEL FOR RT PERQ,"$3,291.12",,,
INS NON-TUNNEL CV CATH 5 YRS/>,"$2,967.29",,,
INS PACK FOR NON-OB VAG HEMORH,$445.68,,,
INS PICC AGE 5 YRS/>,"$3,244.33",,,
INS PICC DEV W PRT 5 YRS/> BIL,"$10,369.98",,,
INS PICC DEV W PRT 5 YRS/> LT,"$6,913.32",,,
INS PICC DEV W PRT 5 YRS/> RT,"$6,913.32",,,
INS TEMP BLADDER CATH,$291.33,,,
INS TUN CV 2X CATH W PORT BIL,"$7,848.55",,,
INS TUN CV 2X CATH W PORT LT,"$7,848.55",,,
INS TUN CV 2X CATH W PORT RT,"$7,848.55",,,
INS TUN CV 2XCATH W SQ PRT BIL,"$7,848.55",,,
INS TUN CV 2XCATH W SQ PRT LT,"$7,848.55",,,
INS TUN CV 2XCATH W SQ PRT RT,"$7,848.55",,,
INS TUN CV 2XCATH WO SQ PT BIL,"$7,848.55",,,
INS TUN CV 2XCATH WO SQ PT LT,"$7,848.55",,,
INS TUN CV 2XCATH WO SQ PT RT,"$7,848.55",,,
INS TUN CVAD W PRT AGE 5/> BIL,"$6,555.51",,,
INS TUN CVAD W PRT AGE 5/> LT,"$6,555.51",,,
INS TUN CVAD W PRT AGE 5/> RT,"$6,555.51",,,
INS TUN IP CATH FOR DIAL OPN,"$8,073.75",,,
INS TUNNEL CVAD W SQ PUMP,"$7,848.55",,,
INS TUNNLD CV CATH AGE 5/> BIL,"$6,555.51",,,
INS TUNNLD CV CATH AGE 5/> LT,"$6,555.51",,,
INS TUNNLD CV CATH AGE 5/> RT,"$6,555.51",,,
INS VAD EC SGL V,"$6,293.00",,,
INS/REP SUBQ DEFIBRILLATOR,"$85,869.75",,,
INSERT  CERVICAL DILATOR,$744.24,,,
INSERT 1 ELECTRODE PM-DEFIB,"$20,442.57",,,
INSERT 2 ELECTRODE PM-DEFIB,"$16,875.69",,,
INSERT BLADDER CATHETER,$291.33,,,
INSERT CARD ELECTRODES DUAL,"$20,442.57",,,
INSERT CATH PLEURA W/IMAGE BIL,"$8,467.22",,,
INSERT CATH PLEURA W/IMAGE LT,"$8,467.22",,,
INSERT CATH PLEURA W/IMAGE RT,"$8,467.22",,,
INSERT ELECTRD/PM CATH SNGL,"$20,442.57",,,
INSERT ENDOVASC PROSTH TAA,"$5,416.78",,,
INSERT HEART PM ATRIAL,"$27,034.89",,,
INSERT HEART PM VENTRICULAR,"$27,034.89",,,
INSERT HEPATIC SHUNT (TIPS),"$9,039.50",,,
INSERT IUD,$333.50,,,
INSERT NON-TUNNEL CV CATH<5YRS,"$2,923.07",,,
INSERT PACING LEAD & CONNECT,"$27,034.89",,,
INSERT PERITONEAL-VENOUS SHUNT,"$6,070.00",,,
INSERT PICC CATH <5 YRS,"$3,244.33",,,
INSERT PLEURAL CATH,"$8,073.75",,,
INSERT PULSE GEN DUAL LEADS,"$27,034.89",,,
INSERT PULSE GEN MULT LEADS,"$48,771.39",,,
INSERT PULSE GEN SNGL LEAD,"$20,442.57",,,
INSERT TUN IP CATH PERC,"$6,864.72",,,
INSERT TUN IP CATH W/PORT,"$11,828.34",,,
INSERT VAD ART&VEIN ACCESS,"$5,933.50",,,
INSERT VAD ARTERY ACCESS,"$6,687.40",,,
INSERTION OF CHEST TUBE,"$2,726.16",,,
INSERTION OF CHEST TUBE BIL,"$4,089.24",,,
INSERTION OF CHEST TUBE LT,"$2,220.84",,,
INSERTION OF CHEST TUBE RT,"$2,220.84",,,
INSITU HYBRIDIZATION (FISH),$130.00,,,
INSITU HYBRIDIZATION AUTO,$392.48,,,
INSITU HYBRIDIZATION MANUAL,$692.00,,,
INSJ PICC RS&I 5 YR+,"$3,281.00",,,
INSJ SUBQ CAR RHYTHM MNTR,"$33,508.26",,,
INSJ SUBQ IMPLTBL DFB ELCTRD,"$20,442.57",,,
INSJ/RPLCMT DEFIB W/LEAD(S),"$85,869.75",,,
INSRT HEART PM ATRIAL & VENT,"$27,034.89",,,
INSRT PULSE GEN W/DUAL LEADS,"$61,320.87",,,
INSRT PULSE GEN W/MULT LEADS,"$85,869.75",,,
INSRT PULSE GEN W/SINGL LEAD,"$61,320.87",,,
INST BX PNK 10CM 18GA BARD,$185.12,,,
INST BX PNK 10CM X 14GA BARD,$185.12,,,
INSULIN AB,$102.18,,,
INSULIN GLARGINE 1 UNIT INJ,$1.92,,,
INSULIN HUMAN 70/30 1 UNIT INJ,$1.32,,,
INSULIN HUMAN NPH 1 UNIT INJ,$1.85,,,
INSULIN HUMAN REG 1 ML INJ,$8.28,,,
INSULIN HUMAN REG 1 UNIT INJ,$1.73,,,
INSULIN HUMAN REG 100U/100ML,$82.37,,,
INSULIN LISPRO 1 UNIT INJ,$0.54,,,
INSULIN LISPRO MIX 75/25 1UNIT,$2.04,,,
INSULIN R U-500/ML 1 UNIT,$1.07,,,
INSULIN; TOTAL,$221.99,,,
INT AUD MEATI COMPL,$644.28,,,
INT NEUROLYSIS W USE OP MICRO,"$2,240.50",,,
INT WND REP FACE/MM 12.6-20 CM,$861.96,,,
INT WND REP FACE/MM 2.6-5.0CM,$861.96,,,
INT WND REP FACE/MM 20.1-30 CM,$861.96,,,
INT WND REP FACE/MM 5.1-7.5CM,$861.96,,,
INT WND REP FACE/MM 7.6-12.5CM,$861.96,,,
INT WND REP N-HF/GENIT=< 2.5CM,$861.96,,,
INTEGRA BMWD PER 1 SQ CM,"$14,821.71",,,
Intella Nav MIFI XP LG cath,"$17,600.00",,,
Intellanav open irrig LG cath,"$12,400.00",,,
INTERCEED 1 SPONGE,$305.82,,,
INTERDISCAL PERQ ASPIR DX,"$1,588.74",,,
INTERNAL MAMMARY ANGIO,"$4,800.55",,,
INTERROG DEVICE EVAL HEART,$104.67,,,
INTMD WND REP FACE/MM =< 2.5CM,$840.41,,,
INTMD WND REP FACE/MM 30.0+ CM,$861.96,,,
INTMD WND REP S/TR/EXT 30.0+CM,"$4,349.85",,,
INTMD WND REPAIR N-HF/GENIT,$861.96,,,
INTMD WND REPAIR S/A/T/EXT,$861.96,,,
INTR CTH DIAL CRCT W TRNS BAL,"$21,737.00",,,
INTRA-ARTERIAL RPHARM RX,$661.41,,,
INTRA-ATRIAL PACING,"$2,929.05",,,
INTRA-ATRIAL RECORDING,"$7,940.58",,,
INTRACARDIAC ECG AT OP,"$4,803.85",,,
INTRACRAN ANGIOPLSTY W/STENT,"$9,694.00",,,
INTRACRANIAL ANGIOPLASTY,"$12,409.00",,,
INTRACRANIAL ART DOPPLER; LIMT,$487.25,,,
INTRACRANIAL ARTRY DOPPLR COMP,$691.09,,,
INTRAOCULAR LENS,"$1,074.42",,,
INTRAOP CYTO PATH CONSULT 1,$527.44,,,
INTRAOP CYTO PATH CONSULT 2,$225.32,,,
INTRAVENTRICULAR PACING,"$3,550.51",,,
INTRINSIC FACTOR  AB,$108.32,,,
INTRM WIRE 190CM J-TIP MICROGD,$154.64,,,
INTRO 10FRX.038INX30CM CHKFLO,$229.67,,,
INTRO 16FR .038INX30CM CHKFLO,$229.67,,,
INTRO 5FR .018/.038INX90CM RAB,$229.67,,,
INTRO 5FRX55CM CKFL RABBE STRT,$229.67,,,
INTRO 6FR .018/.038INX45CM RDC,$229.67,,,
INTRO 6FR .018/.038INX45CM STR,$229.67,,,
INTRO 6FR .018/.038INX90CM RAB,$229.67,,,
